# 加成描述到Effect名称|modified_attribute_name的映射字典
# 格式: 加成描述: effect_name|modified_attr_name

## 能量炮台

xx% 跃迁引擎电容需求降低: subsystemBonusGallentePropulsionWarpCapacitor|warpCapacitorNeed
xx% 跃迁引擎电容需求降低: subsystemBonusMinmatarPropulsionWarpCapacitor|warpCapacitorNeed
xx% 跃迁引擎电容需求降低: warpDriveOperationWarpCapacitorNeedBonusPostPercentWarpCapacitorNeedLocationShipGroupPropulsion|warpCapacitorNeed
xx% 跃迁引擎电容需求降低: warpdriveoperationSkillBoostWarpCapacitorNeedBonus|warpCapacitorNeedBonus
xx% 跃迁引擎电容需求降低: warpdriveoperationWarpCapacitorNeedBonusPostPercentWarpCapacitorNeedLocationShip|warpCapacitorNeed
xx% 跃迁速度和跃迁加速加成: drawbackWarpSpeed|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: eliteBonusBlackOpsWarpVelocity1|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: eliteBonusCoverOpsWarpVelocity1|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: eliteBonusReconWarpVelocity3|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: eliteIndustrialWarpSpeedBonus1|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: roleBonusWarpSpeed|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: setWarpSpeedMultiplier|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: shipBonusCarrierConcord7WarpSpeedAndWarpAcceleration|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: subsystemBonusAmarrPropulsion2WarpSpeed|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: subsystemBonusCaldariPropulsion2WarpSpeed|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: subsystemBonusGallentePropulsion2WarpSpeed|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: subsystemBonusGallentePropulsionWarpSpeed|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: subsystemBonusMinmatarPropulsion2WarpSpeed|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: systemWarpSpeedAddition|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: systemWarpSpeedBonus|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: warpSkillSpeed|warpSpeedMultiplier
xx% 跃迁速度和跃迁加速加成: warpSpeedAddition|warpSpeedMultiplier

## 能量中和/掠能器

xx% 掠能器加成: cynosuralDurationBonus|duration
xx% 掠能器加成: cynosuralTheoryConsumptionBonus|consumptionQuantity
xx% 掠能器加成: nosferatuDurationBonusPassive|duration
xx% 掠能器加成: setBonusBloodraiderNosferatu|duration
xx% 掠能器加成: shipBonusNosferatuOverride|nosOverride
xx% 掠能器加成: skillCynosural&SiegeConsumQuantityBonusSkillLevel|consumptionQuantityBonus
xx% 能量中和/掠能器加成: capitalIndustrialShipBonusMiningForemanBurstRange|maxRange
xx% 能量中和/掠能器加成: ecmRangeBonusModuleEffect|maxRange
xx% 能量中和/掠能器加成: eliteBonusElectronicAttackShipECMOptimalRange1|maxRange
xx% 能量中和/掠能器加成: ewGroupEcmBurstMaxRangeBonus|maxRange
xx% 能量中和/掠能器加成: frequencyMiningLaserMaxRangeBonus|maxRange
xx% 能量中和/掠能器加成: industrialCommandBonusMiningForemanBurstRange|maxRange
xx% 能量中和/掠能器加成: miningBargeBonusIceHarvestingRange|maxRange
xx% 能量中和/掠能器加成: miningBargeBonusOreMiningRange|maxRange
xx% 能量中和/掠能器加成: miningLaserMaxRangeMultBonus|maxRange
xx% 能量中和/掠能器加成: miningLaserRangeBonusLRSM|maxRange
xx% 能量中和/掠能器加成: miningLaserRangeBonus|maxRange
xx% 能量中和/掠能器加成: npcStructureEwarBonus|maxRange/maxRange/falloffEffectiveness
xx% 能量中和/掠能器加成: oreCapitalShipShieldTransferRange|maxRange
xx% 能量中和/掠能器加成: roleBonusECMRange|maxRange/falloffEffectiveness
xx% 能量中和/掠能器加成: shipBonusMiningIceHarvestingRangeORE2|maxRange/maxRange
xx% 能量中和/掠能器加成: shipIceMiningRangeBonusOreDestroyer3|maxRange
xx% 能量中和/掠能器加成: shipMiningRangeBonusOreDestroyer2|maxRange
xx% 能量中和/掠能器加成: shipShieldTransferFalloffCC1|falloffEffectiveness
xx% 能量中和/掠能器加成: shipShieldTransferFalloffMC2|falloffEffectiveness
xx% 能量中和/掠能器加成: shipShieldTransferRangeCC1|maxRange
xx% 能量中和/掠能器加成: shipShieldTransferRangeMC2|maxRange
xx% 能量中和/掠能器加成: structureRigEWMaxRangeFalloff|maxRange/falloffEffectiveness/falloff/maxRange/falloffEffectiveness/falloff
xx% 能量中和/掠能器加成: structureTargetGunneryMaxRangeFalloffTrackingSpeedBonusAssistance|falloff/maxRange/trackingSpeed
xx% 能量中和/掠能器加成: subsystemBonusCaldariCore2ECMStrengthRange|maxRange/scanRadarStrengthBonus/scanMagnetometricStrengthBonus/scanLadarStrengthBonus/scanGravimetricStrengthBonus
xx% 能量中和/掠能器加成: subsystemRemoteShieldBoostFalloffBonus|falloffEffectiveness/falloffEffectiveness
xx% 能量中和/掠能器加成: systemEcmRangeMultiplier|maxRange
xx% 能量中和器加成: eliteReconBonusEnergyNeutAmount2|energyNeutralizerAmount
xx% 能量中和器加成: shipBloodRaiderCapitalNosNeutralizationSignatureResolutionReduction|energyNeutralizerSignatureResolution
xx% 能量中和器加成: shipEnergyNeutralizerTransferAmountBonusAC|energyNeutralizerAmount
xx% 能量中和器加成: shipEnergyNeutralizerTransferAmountBonusAF2|energyNeutralizerAmount
xx% 能量中和器加成: shipEnergyNeutralizerTransferAmountBonusAF|energyNeutralizerAmount
xx% 能量中和器加成: shipEnergyNeutralizerTransferAmountBonusAmaNavyDestroyer|energyNeutralizerAmount
xx% 能量中和器加成: structureRigNeutralizerCapacitorNeed|capacitorNeed
xx% 能量中和器加成: structureRigNeutralizerMaxRangeFalloffEffectiveness|maxRange/falloffEffectiveness
xx% 能量中和器加成: systemEnergyNeutMultiplier|energyNeutralizerAmount

## 电子战

xx% ECM加成: caldariShipECMBurstOptimalRangeCB3|ecmBurstRange
xx% ECM加成: ecmGravimetricStrengthBonusPercent|scanGravimetricStrengthBonus
xx% ECM加成: ecmLadarStrengthBonusPercent|scanLadarStrengthBonus
xx% ECM加成: ecmMagnetometricStrengthBonusPercent|scanMagnetometricStrengthBonus
xx% ECM加成: ecmRadarStrengthBonusPercent|scanRadarStrengthBonus
xx% ECM加成: eliteBonusBlackOpsECMBurstGravAndLadarAndMagnetoAndRadar|scanGravimetricStrengthBonus/scanLadarStrengthBonus/scanMagnetometricStrengthBonus/scanRadarStrengthBonus
xx% ECM加成: eliteBonusBlackOpsECMGravAndLadarAndMagnetometricAndRadarStrength1|scanGravimetricStrengthBonus/scanLadarStrengthBonus/scanMagnetometricStrengthBonus/scanRadarStrengthBonus
xx% ECM加成: ewSkillEcmBurstCapNeedBonus|capacitorNeed
xx% ECM加成: ewSkillEcmBurstRangeBonus|ecmBurstRange
xx% ECM加成: overloadSelfECMStrenghtBonus|scanGravimetricStrengthBonus/scanLadarStrengthBonus/scanMagnetometricStrengthBonus/scanRadarStrengthBonus
xx% ECM加成: roleBonusECMCapCPU|cpu/capacitorNeed
xx% ECM加成: shipBonusECMStrengthBonusCC|scanLadarStrengthBonus/scanRadarStrengthBonus/scanGravimetricStrengthBonus/scanMagnetometricStrengthBonus
xx% ECM加成: shipECMScanStrengthBonusCF|scanGravimetricStrengthBonus/scanMagnetometricStrengthBonus/scanLadarStrengthBonus/scanRadarStrengthBonus
xx% ECM加成: shipECMScanStrengthBonusRookie|scanGravimetricStrengthBonus/scanMagnetometricStrengthBonus/scanLadarStrengthBonus/scanRadarStrengthBonus
xx% ECM加成: skillRemoteECMDurationBonusSkillLevel|projECMDurationBonus
xx% ECM加成: skillRemoteECMDurationBonus|duration/durationWeaponDisruptionBurstProjector/durationSensorDampeningBurstProjector/durationTargetIlluminationBurstProjector/durationECMJammerBurstProjector
xx% ECM加成: subsystemBonusCaldariCore3ECMHeatBonus|overloadECMStrengthBonus
xx% ECM加成: systemOverloadEcmStrength|overloadECMStrengthBonus
xx% 停滞缠绕光束加成: stasisWebifierResistanceBonusMBC1|stasisWebifierResistance
xx% 停滞缠绕光束加成: stasisWebifierResistanceBonusMD1|stasisWebifierResistance
xx% 停滞缠绕光束加成: stasisWebifierResistanceBonusPassive|stasisWebifierResistance
xx% 停滞缠绕光束加成: subsystemBonusMinmatarCore3StasisWebHeatBonus|overloadRangeBonus
xx% 感应抑阻器加成: entitySensorDampen|maxTargetRange/scanSpeed/maxLockedTargets/scanResolution
xx% 感应抑阻器加成: modeDampTDResistsPostDiv|sensorDampenerResistance/weaponDisruptionResistance
xx% 感应抑阻器加成: shipBonusEwRemoteSensorDampenerMaxTargetRangeBonusGC2|maxTargetRangeBonus
xx% 感应抑阻器加成: shipBonusEwRemoteSensorDampenerMaxTargetRangeBonusGF2|maxTargetRangeBonus
xx% 感应抑阻器加成: shipBonusEwRemoteSensorDampenerMaxTargetRangeBonusRookie|maxTargetRangeBonus
xx% 感应抑阻器加成: shipBonusEwRemoteSensorDampenerScanResolutionBonusGC2|scanResolutionBonus
xx% 感应抑阻器加成: shipBonusEwRemoteSensorDampenerScanResolutionBonusGF2|scanResolutionBonus
xx% 感应抑阻器加成: shipBonusEwRemoteSensorDampenerScanResolutionBonusRookie|scanResolutionBonus
xx% 武器扰断器加成: disruptionLanceDisallowCloaking|disallowCloaking
xx% 武器扰断器加成: energyPulseWeaponsDurationBonusPostPercentDurationLocationShipModulesRequiringEnergyPulseWeapons|duration
xx% 武器扰断器加成: skillDisruptionLanceCapacitorUsePremultiplier|disruptionLanceSkillBoostCapacitorCost
xx% 武器扰断器加成: weaponDisruptorResistanceBonusPassive|weaponDisruptionResistance
xx% 电子战加成:  shipBonusRemoteSensorBoosterTargetingRangeSensorStrengthEliteBonusLogistics4|scanGravimetricStrengthPercent/scanLadarStrengthPercent/scanMagnetometricStrengthPercent/scanRadarStrengthPercent/maxTargetRangeBonus
xx% 电子战加成: ATAssignBurstJammerStrengthBonus|ATBurstJammerStrengthBonus
xx% 电子战加成: ScanGravimetricStrengthModifierEffect|scanGravimetricStrength
xx% 电子战加成: ScanLadarStrengthModifierEffect|scanLadarStrength
xx% 电子战加成: ScanMagnetometricStrengthModifierEffect|scanMagnetometricStrength
xx% 电子战加成: ScanRadarStrengthModifierEffect|scanRadarStrength
xx% 电子战加成: baseSensorStrengthModifierModule|baseSensorStrength
xx% 电子战加成: baseSensorStrengthModifierRequiringAstrometrics|baseSensorStrength
xx% 电子战加成: caldariShipEwStrengthCB|scanGravimetricStrengthBonus/scanLadarStrengthBonus/scanMagnetometricStrengthBonus/scanRadarStrengthBonus
xx% 电子战加成: caldarisetLGbonus|scanGravimetricStrengthModifier
xx% 电子战加成: caldarisetbonus3|scanGravimetricStrengthPercent
xx% 电子战加成: cloakingSkillBoostCloakingTargetingDelayBonus|cloakingTargetingDelayBonus
xx% 电子战加成: cloakingTargetingDelayBonusLRSMCloakingPassive|cloakingTargetingDelay
xx% 电子战加成: concordTargetJam|maxLockedTargets
xx% 电子战加成: controlTowerCaldariEwTargetSwitchDelayBonus|targetSwitchDelay
xx% 电子战加成: deepCoreMiningSkillBoostDamageCloudChanceReductionMul|damageCloudChanceReduction
xx% 电子战加成: diplomacySkillBoostDiplomacyMutator|diplomacyMutator
xx% 电子战加成: dungeonMaxTargetingRangeShip|maxTargetRange
xx% 电子战加成: electronicWarfareSkillBoostDurationBonus|durationSkillBonus
xx% 电子战加成: eliteReconBonusGravimetricStrength2|scanGravimetricStrengthBonus
xx% 电子战加成: eliteReconBonusLadarStrength2|scanLadarStrengthBonus
xx% 电子战加成: eliteReconBonusMagnetometricStrength2|scanMagnetometricStrengthBonus
xx% 电子战加成: eliteReconBonusRadarStrength2|scanRadarStrengthBonus
xx% 电子战加成: entityEwTestEffectJam|maxLockedTargets
xx% 电子战加成: ewSkillScanStrengthBonus|scanGravimetricStrengthBonus/scanLadarStrengthBonus/scanMagnetometricStrengthBonus/scanRadarStrengthBonus
xx% 电子战加成: ewSkillSignalSuppressionMaxTargetRangeBonus|maxTargetRangeBonus
xx% 电子战加成: ewSkillSignalSuppressionScanResolutionBonus|scanResolutionBonus
xx% 电子战加成: ewSkillTargetPaintingStrengthBonusSkillLevel|scanSkillTargetPaintStrengthBonus
xx% 电子战加成: federationsetLGbonus|scanMagnetometricStrengthModifier
xx% 电子战加成: federationsetbonus3|scanMagnetometricStrengthPercent
xx% 电子战加成: imperialsetLGbonus|scanRadarStrengthModifier
xx% 电子战加成: imperialsetbonus3|scanRadarStrengthPercent
xx% 电子战加成: longRangeTargetingMaxTargetRangeBonusPostPercentMaxTargetRangeLocationShipGroupElectronic|maxTargetRange
xx% 电子战加成: longRangeTargetingSkillBoostMaxTargetRangeBonus|maxTargetRangeBonus
xx% 电子战加成: maxTargetRangeAddPassive|maxTargetRange
xx% 电子战加成: maxTargetRangeAndCountBonus|maxTargetRange/maxLockedTargets
xx% 电子战加成: maxTargetRangeBonus|maxTargetRange
xx% 电子战加成: maxTargetingRangeBonusPostPercentPassive|maxTargetRange
xx% 电子战加成: maxTargetingRangeBonusPremulPassive|maxTargetRange
xx% 电子战加成: miningSensorArrayScannerUpgrade|miningScannerUpgrade
xx% 电子战加成: modeRemoteRepairAmountShieldPostDiv|shieldBonus
xx% 电子战加成: modeRemoteShieldRepairCapacitorCostPostDiv|capacitorNeed
xx% 电子战加成: overloadSelfArmorDamageAmountDurationBonus|armorDamageAmount/duration
xx% 电子战加成: overloadSelfECCMStrenghtBonus|scanGravimetricStrengthPercent/scanLadarStrengthPercent/scanMagnetometricStrengthPercent/scanRadarStrengthPercent
xx% 电子战加成: overloadSelfSensorModuleBonus|maxTargetRangeBonus/scanResolutionBonus/scanGravimetricStrengthPercent/scanLadarStrengthPercent/scanMagnetometricStrengthPercent/scanRadarStrengthPercent
xx% 电子战加成: propulsionJammingSkillBoostDurationBonus|durationBonus
xx% 电子战加成: repairSystemsDurationBonusPostPercentDurationLocationShipModulesRequiringRepairSystems|duration
xx% 电子战加成: republicsetLGbonus|scanLadarStrengthModifier
xx% 电子战加成: republicsetbonus3|scanLadarStrengthPercent
xx% 电子战加成: scanStrengthAddPassive|scanGravimetricStrength/scanLadarStrength/scanRadarStrength/scanMagnetometricStrength
xx% 电子战加成: scanStrengthBonusPercentActivate|scanGravimetricStrength/scanMagnetometricStrength/scanRadarStrength/scanLadarStrength
xx% 电子战加成: scanStrengthBonusPercentOnline|scanGravimetricStrength/scanMagnetometricStrength/scanRadarStrength/scanLadarStrength
xx% 电子战加成: scanStrengthBonusPercentPassive|scanGravimetricStrength/scanMagnetometricStrength/scanRadarStrength/scanLadarStrength
xx% 电子战加成: scanStrengthTargetPercentBonus|scanGravimetricStrength/scanMagnetometricStrength/scanLadarStrength/scanRadarStrength
xx% 电子战加成: scoutDroneOperationDroneRangeBonusModAddDroneControlDistanceChar|droneControlDistance
xx% 电子战加成: scriptDurationBonus|duration
xx% 电子战加成: scriptscanGravimetricStrengthBonusBonus|scanGravimetricStrengthBonus
xx% 电子战加成: scriptscanLadarStrengthBonusBonus|scanLadarStrengthBonus
xx% 电子战加成: scriptscanMagnetometricStrengthBonusBonus|scanMagnetometricStrengthBonus
xx% 电子战加成: scriptscanRadarStrengthBonusBonus|scanRadarStrengthBonus
xx% 电子战加成: sensorCompensationSensorStrengthBonusGravimetric|scanGravimetricStrength
xx% 电子战加成: sensorCompensationSensorStrengthBonusLadar|scanLadarStrength
xx% 电子战加成: sensorCompensationSensorStrengthBonusMagnetometric|scanMagnetometricStrength
xx% 电子战加成: sensorCompensationSensorStrengthBonusRadar|scanRadarStrength
xx% 电子战加成: sensorIntegritySkillLevelPreMulSensorStrengthBonusSelf|sensorStrengthBonus
xx% 电子战加成: setMaxLockedTargets|maxLockedTargets
xx% 电子战加成: shipBonusBurstJammer ATB|ecmBurstRange/scanRadarStrengthBonus/scanGravimetricStrengthBonus/scanLadarStrengthBonus/scanMagnetometricStrengthBonus
xx% 电子战加成: shipBonusRole6ExpeditionBurstDurationSOEECS|buffDuration
xx% 推进抑制系统启动消耗减少: shipCapPropulsionJamming|capacitorNeed
xx% 电子战加成: shipMaxLockedTargetsBonusAddOnline|maxLockedTargets
xx% 电子战加成: shipMaxLockedTargetsBonusAddPassive|maxLockedTargets
xx% 电子战加成: shipMaxTargetRangeBonusOnline|maxTargetRange
xx% 电子战加成: shipModeMaxTargetRangePostDiv|maxTargetRange
xx% 电子战加成: shipModeScanStrengthPostDiv|scanGravimetricStrength/scanMagnetometricStrength/scanRadarStrength/scanLadarStrength
xx% 电子战加成: shipTargetRangeBonusMF|maxTargetRange
xx% 电子战加成: signatureAnalysisSkillLevelPreMulScanResolutionBonusSelf|scanResolutionBonus
xx% 电子战加成: skillDotDurationBonus|dotDuration
xx% 电子战加成: skillTargetBreakerDurationBonus2|durationHighisGood
xx% 电子战加成: subsystemBonusAmarrCore2MaxTargetingRange|maxTargetRange
xx% 电子战加成: subsystemBonusAmarrCoreScanStrengthRADAR|scanRadarStrength
xx% 电子战加成: subsystemBonusCaldariCore2MaxTargetingRange|maxTargetRange
xx% 电子战加成: subsystemBonusCaldariCoreScanStrengthGravimetric|scanGravimetricStrength
xx% 电子战加成: subsystemBonusCaldariOffensive3EwStrengthGrav|scanGravimetricStrengthBonus
xx% 电子战加成: subsystemBonusCaldariOffensive3EwStrengthLadar|scanLadarStrengthBonus
xx% 电子战加成: subsystemBonusCaldariOffensive3EwStrengthMagn|scanMagnetometricStrengthBonus
xx% 电子战加成: subsystemBonusCaldariOffensive3EwStrengthRadar|scanRadarStrengthBonus
xx% 电子战加成: subsystemBonusGallenteCore2MaxTargetingRange|maxTargetRange
xx% 电子战加成: subsystemBonusGallenteCoreScanStrengthMagnetometric|scanMagnetometricStrength
xx% 电子战加成: subsystemBonusMinmatarCore2MaxTargetingRange|maxTargetRange
xx% 电子战加成: subsystemBonusMinmatarCoreScanStrengthLADAR|scanLadarStrength
xx% 电子战加成: systemMaxTargets|maxLockedTargets
xx% 电子战加成: systemSensorStrengthBonus|scanRadarStrength/scanLadarStrength/scanMagnetometricStrength/scanGravimetricStrength
xx% 电子战加成: systemTargetingRange|maxTargetRange
xx% 电子战加成: targetingMaxTargetBonusModAddMaxLockedTargetsLocationChar|maxLockedTargets
xx% 电子战加成: targetingSkillBoostMaxTargetBonus|maxTargetBonus
